tweets,y_true,y_pred,y_pred_2
good morning dear friends have a lovely day be blessed,folded_hands,folded_hands,rolling_on_the_floor_laughing
my condolences to the bush family,folded_hands,folded_hands,person_facepalming
i really want to travel man,weary_face,rolling_on_the_floor_laughing,person_facepalming
honestly since 2018 started i feel like its the first time in my life im getting healed without getting broken,folded_hands,folded_hands,weary_face
man i hate having big boobs,weary_face,person_facepalming,rolling_on_the_floor_laughing
though tbh i just feel like im listening to a playlist made by,folded_hands,person_facepalming,weary_face
amazing pics who gobbled who first,thinking_face,rolling_on_the_floor_laughing,thinking_face
bet you cant pull me kentrell,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
yall lol he makes me sick how you doing all of this while you still sleep,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
lol it looks so good im with her please film your next attempt even for like a get ready with me,weary_face,weary_face,folded_hands
my phone tripping,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
miami dolphins in the morning,folded_hands,rolling_on_the_floor_laughing,person_facepalming
hey guys please read camilas story and help spread the word,folded_hands,folded_hands,weary_face
code red jake must be rescued by thursday morning 0302,folded_hands,folded_hands,rolling_on_the_floor_laughing
here was me thinking the lyric was tea and toast,thinking_face,rolling_on_the_floor_laughing,person_facepalming
i walk in the light and not in constant darkness and true love is like light that clears the whole darknessmuch love,folded_hands,folded_hands,weary_face
black card for bambam,folded_hands,rolling_on_the_floor_laughing,person_facepalming
you know i want you its not a secret to hide,weary_face,rolling_on_the_floor_laughing,folded_hands
ive been crying at this video for the past 3 days,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
is it 630 yet,weary_face,rolling_on_the_floor_laughing,person_facepalming
a whole lot of dms my god im so sorry,weary_face,person_facepalming,folded_hands
this man jumping in random people cars,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
its 2018 and we cant still edit tweet,person_facepalming,folded_hands,person_facepalming
hello,folded_hands,rolling_on_the_floor_laughing,person_facepalming
can somebody just pay me to not go to work,weary_face,person_facepalming,rolling_on_the_floor_laughing
this is m grandma please help,folded_hands,folded_hands,person_facepalming
if you love him pray with him,folded_hands,folded_hands,rolling_on_the_floor_laughing
if u dont like sumn u hatin amp if i like it too muxh u dixk ridin,thinking_face,thinking_face,rolling_on_the_floor_laughing
the type of struggle i want,weary_face,person_facepalming,rolling_on_the_floor_laughing
cant believe the way we played especially love smh 9 point s really 9 fucking points,thinking_face,person_facepalming,weary_face
montgomery birmingham atlanta,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
bruh why is this my parents but instead they call me to hear the background noise,person_facepalming,person_facepalming,thinking_face
the way my stomach is set up right now,weary_face,person_facepalming,weary_face
happy 47 steezy world everyday love u bro,folded_hands,folded_hands,rolling_on_the_floor_laughing
long live the new king bts,folded_hands,folded_hands,person_facepalming
oh my fuckin gawwwd,weary_face,rolling_on_the_floor_laughing,person_facepalming
dodger game easter sunday,thinking_face,rolling_on_the_floor_laughing,folded_hands
that i missed this pussy whisper in her ear this my shit foreva position,weary_face,weary_face,person_facepalming
bitchhh im finna catch this tea on breakfast club,thinking_face,rolling_on_the_floor_laughing,person_facepalming
like why beef wit a bitch you look better than,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,thinking_face
it looks like a cowpat,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
idc i love a crazy nigga that love doing pop ups amp blow a bitch phone uppp fuckkk lose your mind over me,weary_face,person_facepalming,rolling_on_the_floor_laughing
these journalists should have czeched their facts,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,thinking_face
please help man needs his boat,folded_hands,folded_hands,weary_face
amp fighting over me is the hottest thing ever ill just have to give them both head,weary_face,weary_face,person_facepalming
this just gave me so much life,rolling_on_the_floor_laughing,person_facepalming,rolling_on_the_floor_laughing
85 of these people have excepted money from him so oh lets go easy on him,thinking_face,person_facepalming,rolling_on_the_floor_laughing
girls theres no more nice guys in this world me girl im right here yall sleepin on me,weary_face,person_facepalming,weary_face
this little boy wants everyone to see his painting please lets rt and encourage him,folded_hands,folded_hands,weary_face
trying not to workout is probably the hardest thing ive done in a while,person_facepalming,person_facepalming,weary_face
some ladies cant cross 20cm gutter but can raise legs like dead chicken to any sex position in bed,weary_face,weary_face,person_facepalming
hey please rt my pinned tweet ifb,folded_hands,folded_hands,weary_face
i love how youre supposed to be one of my best friends but you havent even asked me if im okay lmfaooo,rolling_on_the_floor_laughing,thinking_face,person_facepalming
another day without receiving alcohol poisoning,folded_hands,rolling_on_the_floor_laughing,folded_hands
this little boy wants everyone to see his painting please lets rt and encourage him,folded_hands,folded_hands,weary_face
na l am your worst nightmare,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
i learn from the best,folded_hands,rolling_on_the_floor_laughing,person_facepalming
be picky about the energies you surround yourself with,folded_hands,folded_hands,person_facepalming
typical lib reporter blaming trump for school shooting,person_facepalming,person_facepalming,thinking_face
hes a framework constructunless fear dimension stuff,thinking_face,rolling_on_the_floor_laughing,person_facepalming
ah i meant the dragon you mentioned you were thinking about it and then posted up a pic later the same day,rolling_on_the_floor_laughing,thinking_face,rolling_on_the_floor_laughing
so tell me about yourself,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
im late but i think ke spelling,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
niggas tell you how they daddy did them and turn around and do there kids the same way,person_facepalming,thinking_face,person_facepalming
my day revolves around prayers thats the only way ill make it through the day,folded_hands,folded_hands,weary_face
do you know bts goto catchphrase,thinking_face,rolling_on_the_floor_laughing,thinking_face
im down with that as long as they build that wall around it theyre always on about,rolling_on_the_floor_laughing,thinking_face,rolling_on_the_floor_laughing
400k votes on a twitter poll 40k viewers in the stream,thinking_face,folded_hands,rolling_on_the_floor_laughing
orbit fidgets are so satisfying,weary_face,rolling_on_the_floor_laughing,person_facepalming
single amp hoeless,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
lmfao why is this us,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
its so depressing having to turn my alarms back on who thought this day would come so soon,weary_face,person_facepalming,weary_face
john legend needs to hurry up and sign this dog,weary_face,weary_face,folded_hands
please vote hard on sma,folded_hands,folded_hands,rolling_on_the_floor_laughing
ill never fully get all my sleep man,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
as a man can you handle a woman fucking you and leaving in typical male fashion,thinking_face,thinking_face,rolling_on_the_floor_laughing
eyes reddd,weary_face,rolling_on_the_floor_laughing,person_facepalming
rodeo season or just another regular day in texas,thinking_face,thinking_face,folded_hands
kat kawhi harden lbj tatum brad stevens,thinking_face,rolling_on_the_floor_laughing,thinking_face
sleep schedule fucked up,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
rt if youre ready for new music tomorrow,folded_hands,folded_hands,rolling_on_the_floor_laughing
the clapper pants are better than sundresses the way bitches ass jiggle in them hoes is crucial,weary_face,rolling_on_the_floor_laughing,person_facepalming
everybody be texting and driving knowing dam well they shouldnt be lol including me,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
damn tiny not gone snitch,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
is canceled,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
lmfao my bitch got the phat ass and all thats really us fr,weary_face,rolling_on_the_floor_laughing,person_facepalming
my circle so small i be talking to myself,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
lets keep the votes coming for these two please,folded_hands,folded_hands,rolling_on_the_floor_laughing
rip fredo santana real name derrick coleman has died of liver and kidney failure at the age of 27,folded_hands,folded_hands,thinking_face
my pookie says she was only shy,weary_face,rolling_on_the_floor_laughing,person_facepalming
